facility_type,facility_number,facility_name,licensee,facility_administrator,facility_telephone_number,facility_address,facility_city,facility_state,facility_zip,county_name,regional_office,facility_capacity,facility_status,license_first_date,closed_date,file_date,address_normalized,full_address,fraud_score,fraud_flags,licensee_normalized,license_year,closed_year,google_maps_url
child_care_centers,73408903,SUNSHINE HOUSE CONCORD,SUNSHINE HOUSE BAY AREA INC.,"SIERRA, CHRISTY",(707) 592-6405,3585 PORT CHICAGO HIGHWAY,CONCORD,CA,94520,CONTRA COSTA,2,54,LICENSED,2021-06-22,,5252025,3585 PORT CHICAGO HIGHWAY,"3585 PORT CHICAGO HIGHWAY, CONCORD",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,SUNSHINE HOUSE BAY AREA INC.,2021.0,,https://www.google.com/maps/search/3585%20PORT%20CHICAGO%20HIGHWAY%2C%20CONCORD%2C%20CA
child_care_centers,364845805,SUNSHINE MONTESSORI SCHOOL,"SUNSHINE MONTESSORI SCHOOL, INC",ANUREE DE SILVA,(909) 597-1800,14611 PIPELINE AVENUE,CHINO,CA,91710,SAN BERNARDINO,9,44,LICENSED,2020-07-22,,5252025,14611 PIPELINE AVENUE,"14611 PIPELINE AVENUE, CHINO",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"SUNSHINE MONTESSORI SCHOOL, INC",2020.0,,https://www.google.com/maps/search/14611%20PIPELINE%20AVENUE%2C%20CHINO%2C%20CA
child_care_centers,343623799,SUPERIOR CHILDREN'S CENTER,BRIGHT HORIZONS CHILDREN'S CENTERS LLC,KAMINA STAPLES,(617) 673-8000,4301 E. COMMERCE WAY,SACRAMENTO,CA,95834,SACRAMENTO,3,84,CLOSED,2021-05-17,2022-12-22,5252025,4301 E COMMERCE WAY,"4301 E COMMERCE WAY, SACRAMENTO",6,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; COVID_ERA_LICENSE; SHORT_LIVED; ,BRIGHT HORIZONS CHILDREN'S CENTERS LLC,2021.0,2022.0,https://www.google.com/maps/search/4301%20E.%20COMMERCE%20WAY%2C%20SACRAMENTO%2C%20CA
child_care_centers,13423730,"SUPPORTING FUTURE GROWTH CDC, INC.","SUPPORTING FUTURE GROWTH CHILD DEV. CENTER, INC","FEARS, LOIS",(510) 567-8362,8411 MACARTHUR BOULEVARD,OAKLAND,CA,94605,ALAMEDA,2,30,LICENSED,2022-07-01,,5252025,8411 MACARTHUR BOULEVARD,"8411 MACARTHUR BOULEVARD, OAKLAND",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"SUPPORTING FUTURE GROWTH CHILD DEV. CENTER, INC",2022.0,,https://www.google.com/maps/search/8411%20MACARTHUR%20BOULEVARD%2C%20OAKLAND%2C%20CA
child_care_centers,304371426,SUSAN PHILLIPS DAY SCHOOL,SUSAN PHILLIPS DAY SCHOOL A CA NONPROFIT PUBLIC BE,"HERRON, MARTY MITCHELL",(949) 645-1949,2401 IRVINE AVENUE,NEWPORT BEACH,CA,92660,ORANGE,6,19,CLOSED,2020-04-28,2020-09-04,5252025,2401 IRVINE AVENUE,"2401 IRVINE AVENUE, NEWPORT BEACH",5,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; SHORT_LIVED; ,SUSAN PHILLIPS DAY SCHOOL A CA NONPROFIT PUBLIC BE,2020.0,2020.0,https://www.google.com/maps/search/2401%20IRVINE%20AVENUE%2C%20NEWPORT%20BEACH%2C%20CA
child_care_centers,214005552,SUSD- TOMALES PRESCHOOL,SHORELINE UNIFIED SCHOOL DISTRICT,"VELARDE, MARIA",(707) 703-6117,40 JOHN STREET,TOMALES,CA,94971,MARIN,5,24,LICENSED,2021-08-10,,5252025,40 JOHN STREET,"40 JOHN STREET, TOMALES",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,SHORELINE UNIFIED SCHOOL DISTRICT,2021.0,,https://www.google.com/maps/search/40%20JOHN%20STREET%2C%20TOMALES%2C%20CA
child_care_centers,304371404,TAFT,ORANGE COUNTY HEAD START,"ANDRADE, LETICIA",(714) 241-8920,1829 NORTH CAMBRIDGE STREET,ORANGE,CA,92865,ORANGE,6,30,CLOSED,2019-10-25,2020-09-11,5252025,1829 NORTH CAMBRIDGE STREET,"1829 NORTH CAMBRIDGE STREET, ORANGE",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,ORANGE COUNTY HEAD START,2019.0,2020.0,https://www.google.com/maps/search/1829%20NORTH%20CAMBRIDGE%20STREET%2C%20ORANGE%2C%20CA
child_care_centers,393605031,TAM O'SHANTER EARLY CARE & LEARNING CENTER,"CREATIVE CHILD CARE, INC.",SHAWNETTE GLADNEY,(209) 956-2686,7505 TAM O'SHANTER DRIVE,STOCKTON,CA,95210,SAN JOAQUIN,53,144,CLOSED,1999-12-17,2024-11-08,5252025,7505 TAM O'SHANTER DRIVE,"7505 TAM O'SHANTER DRIVE, STOCKTON",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,"CREATIVE CHILD CARE, INC.",1999.0,2024.0,https://www.google.com/maps/search/7505%20TAM%20O%27SHANTER%20DRIVE%2C%20STOCKTON%2C%20CA
child_care_centers,376701526,TAPROOT MONTESSORI PRESCHOOL,"TAPROOT, INC.",ELVIA MAHER,(619) 669-3944,13801 HIGHWAY 94,JAMUL,CA,91935,SAN DIEGO,20,59,LICENSED,2022-11-09,,5252025,13801 HIGHWAY 94,"13801 HIGHWAY 94, JAMUL",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"TAPROOT, INC.",2022.0,,https://www.google.com/maps/search/13801%20HIGHWAY%2094%2C%20JAMUL%2C%20CA
child_care_centers,376105105,TAPROOT MONTESSORI PRESCHOOL,"TAPROOT, INC",MARGARITA CAMARGO,(619) 444-0131,1431 EAST BROADWAY,EL CAJON,CA,92021,SAN DIEGO,51,58,LICENSED,2022-11-03,,5252025,1431 EAST BROADWAY,"1431 EAST BROADWAY, EL CAJON",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"TAPROOT, INC",2022.0,,https://www.google.com/maps/search/1431%20EAST%20BROADWAY%2C%20EL%20CAJON%2C%20CA
child_care_centers,493009955,TAYLOR CHILDRENS PRESCHOOL CENTER,"TAYLOR, RENEE",RENEE TAYLOR,(707) 827-6200,500 NORTH MAIN STREET,SEBASTOPOL,CA,95472,SONOMA,1,24,LICENSED,2020-11-12,,5252025,500 NORTH MAIN STREET,"500 NORTH MAIN STREET, SEBASTOPOL",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"TAYLOR, RENEE",2020.0,,https://www.google.com/maps/search/500%20NORTH%20MAIN%20STREET%2C%20SEBASTOPOL%2C%20CA
child_care_centers,384004340,TEL HI MISSION BAY CHILD CARE,TELEGRAPH HILL NEIGHBORHOOD CENTER,"ABDELSAYED, MARTHA",(415) 580-7223,188 PIERPOINT LANE,SAN FRANCISCO,CA,94158,SAN FRANCISCO,5,52,LICENSED,2021-05-28,,5252025,188 PIERPOINT LANE,"188 PIERPOINT LANE, SAN FRANCISCO",4,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; COVID_ERA_LICENSE; ,TELEGRAPH HILL NEIGHBORHOOD CENTER,2021.0,,https://www.google.com/maps/search/188%20PIERPOINT%20LANE%2C%20SAN%20FRANCISCO%2C%20CA
child_care_centers,380504793,TELEGRAPH HILL NEIGHBORHOOD CENTER(PS),TELEGRAPH HILL NEIGHBORHOOD CENTER,"LUU, CONNIE",(415) 421-6443,660 LOMBARD STREET,SAN FRANCISCO,CA,94133,SAN FRANCISCO,5,87,LICENSED,1982-11-28,,5252025,660 LOMBARD STREET,"660 LOMBARD STREET, SAN FRANCISCO",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,TELEGRAPH HILL NEIGHBORHOOD CENTER,1982.0,,https://www.google.com/maps/search/660%20LOMBARD%20STREET%2C%20SAN%20FRANCISCO%2C%20CA
child_care_centers,198011041,TELSTAR MONTESSORI CHILD CARE CENTER,K-STEP MONTESSORI INC.,GABRIELLA DOMINGUEZ,(626) 569-2640,9320 TELSTAR AVENUE,EL MONTE,CA,91731,LOS ANGELES,33,82,LICENSED,2005-01-21,,5252025,9320 TELSTAR AVENUE,"9320 TELSTAR AVENUE, EL MONTE",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,K-STEP MONTESSORI INC.,2005.0,,https://www.google.com/maps/search/9320%20TELSTAR%20AVENUE%2C%20EL%20MONTE%2C%20CA
child_care_centers,414001724,TEMPORARY TOT TENDING,TEMPORARY TOT TENDING,"GAUTHIER, BRIGETTE",(650) 355-5026,1283 TERRA NOVA BOULEVARD,PACIFICA,CA,94044,SAN MATEO,5,21,LICENSED,2004-08-06,,5252025,1283 TERRA NOVA BOULEVARD,"1283 TERRA NOVA BOULEVARD, PACIFICA",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,TEMPORARY TOT TENDING,2004.0,,https://www.google.com/maps/search/1283%20TERRA%20NOVA%20BOULEVARD%2C%20PACIFICA%2C%20CA
child_care_centers,243810098,TENAYA HEAD START,MERCED COUNTY OF EDUCATION,BELINDA DILLON,(209) 381-5170,760 W 8TH ST,MERCED,CA,95341,MERCED,4,45,LICENSED,2020-08-26,2025-01-27,5252025,760 W 8TH ST,"760 W 8TH ST, MERCED",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,MERCED COUNTY OF EDUCATION,2020.0,2025.0,https://www.google.com/maps/search/760%20W%208TH%20ST%2C%20MERCED%2C%20CA
child_care_centers,503608404,TENDER HEARTS CHILDCARE CENTER,INTERNATIONAL CHURCH OF THE FOURSQUARE GOSPEL,"GALVAN, CONNIE",(209) 550-5930,2118 WOODLAND AVE.,MODESTO,CA,95358,STANISLAUS,4,58,CLOSED,2002-10-01,2023-11-30,5252025,2118 WOODLAND AVE,"2118 WOODLAND AVE, MODESTO",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,INTERNATIONAL CHURCH OF THE FOURSQUARE GOSPEL,2002.0,2023.0,https://www.google.com/maps/search/2118%20WOODLAND%20AVE.%2C%20MODESTO%2C%20CA
child_care_centers,393607979,TENDER LOVING CARE,SLD INCORPORATED,HEATHER M. & PATRICIA V.,(209) 836-8948,1001 CAMBRIDGE LANE,TRACY,CA,95377,SAN JOAQUIN,53,24,LICENSED,2002-07-18,,5252025,1001 CAMBRIDGE LANE,"1001 CAMBRIDGE LANE, TRACY",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,SLD INCORPORATED,2002.0,,https://www.google.com/maps/search/1001%20CAMBRIDGE%20LANE%2C%20TRACY%2C%20CA
child_care_centers,393607972,TENDER LOVING CARE,SLD INCORPORATED,CECILIA SANABRIA,(209) 835-9088,2324 PARKER AVENUE,TRACY,CA,95376,SAN JOAQUIN,53,48,LICENSED,2002-07-18,,5252025,2324 PARKER AVENUE,"2324 PARKER AVENUE, TRACY",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,SLD INCORPORATED,2002.0,,https://www.google.com/maps/search/2324%20PARKER%20AVENUE%2C%20TRACY%2C%20CA
child_care_centers,393612087,TENDER LOVING CARE,SLD INCORPORATED,CHARLA B. & KRISTINA L.,(209) 832-2990,1219 WHISPERING WIND DRIVE,TRACY,CA,95377,SAN JOAQUIN,53,72,LICENSED,2006-08-14,,5252025,1219 WHISPERING WIND DRIVE,"1219 WHISPERING WIND DRIVE, TRACY",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,SLD INCORPORATED,2006.0,,https://www.google.com/maps/search/1219%20WHISPERING%20WIND%20DRIVE%2C%20TRACY%2C%20CA
child_care_centers,376300231,TENDER LOVING CARE PRESCHOOL,LENA WU,"BOOTSMA,TAMARA",(619) 808-2723,2402 E WASHINGTON AVE,ESCONDIDO,CA,92027,SAN DIEGO,10,30,CLOSED,2020-10-05,2021-05-07,5252025,2402 E WASHINGTON AVE,"2402 E WASHINGTON AVE, ESCONDIDO",3,COVID_ERA_LICENSE; SHORT_LIVED; ,LENA WU,2020.0,2021.0,https://www.google.com/maps/search/2402%20E%20WASHINGTON%20AVE%2C%20ESCONDIDO%2C%20CA
child_care_centers,434417127,THINK TOGETHER EARLY LEARNING-BEN PAINTER PS,THINK TOGETHER,"BECK, LAURA",(408) 307-9434,500 ROUGH AND READY ROAD,SAN JOSE,CA,95133,SANTA CLARA,7,24,LICENSED,2023-08-31,,5252025,500 ROUGH AND READY ROAD,"500 ROUGH AND READY ROAD, SAN JOSE",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,THINK TOGETHER,2023.0,,https://www.google.com/maps/search/500%20ROUGH%20AND%20READY%20ROAD%2C%20SAN%20JOSE%2C%20CA
child_care_centers,304371242,THINK TOGETHER EARLY LEARNING PROGRAM-GILBERT,THINK TOGETHER,"CARDENAS, YECENIA",(714) 523-1160,7255 8TH STREET,BUENA PARK,CA,90621,ORANGE,6,24,CLOSED,2019-03-08,2022-06-03,5252025,7255 8TH STREET,"7255 8TH STREET, BUENA PARK",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,THINK TOGETHER,2019.0,2022.0,https://www.google.com/maps/search/7255%208TH%20STREET%2C%20BUENA%20PARK%2C%20CA
child_care_centers,304371147,THINK TOGETHER EARLY LEARNING PROGRAM-PENDLETON,THINK TOGETHER,"CARDENAS, YECENIA",(714) 521-8568,7101 STANTON AVENUE,BUENA PARK,CA,90621,ORANGE,6,24,CLOSED,2017-02-16,2022-06-03,5252025,7101 STANTON AVENUE,"7101 STANTON AVENUE, BUENA PARK",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,THINK TOGETHER,2017.0,2022.0,https://www.google.com/maps/search/7101%20STANTON%20AVENUE%2C%20BUENA%20PARK%2C%20CA
child_care_centers,304371146,THINK TOGETHER EARLY LEARNING PROGRAM-WHITAKER,THINK TOGETHER,"CARDENAS, YECENIA",(714) 521-8568,8401 MONTANA AVENUE,BUENA PARK,CA,90621,ORANGE,6,17,CLOSED,2017-02-16,2022-06-03,5252025,8401 MONTANA AVENUE,"8401 MONTANA AVENUE, BUENA PARK",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,THINK TOGETHER,2017.0,2022.0,https://www.google.com/maps/search/8401%20MONTANA%20AVENUE%2C%20BUENA%20PARK%2C%20CA
child_care_centers,304371241,THINK TOGETHER EARLY LEARNING PROGRAM-(BPLC),THINK TOGETHER,"CARDENAS, YECENIA",(714) 523-1160,8201 COUNTRY CLUB DRIVE,BUENA PARK,CA,90621,ORANGE,6,24,CLOSED,2019-02-27,2022-06-03,5252025,8201 COUNTRY CLUB DRIVE,"8201 COUNTRY CLUB DRIVE, BUENA PARK",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,THINK TOGETHER,2019.0,2022.0,https://www.google.com/maps/search/8201%20COUNTRY%20CLUB%20DRIVE%2C%20BUENA%20PARK%2C%20CA
child_care_centers,434415462,THINK TOGETHER EARLY LEARNING PROGRAM ADELANTE II,THINK TOGETHER,EVELYN LAZO,(510) 876-1687,1970 CINDERELLA LANE,SAN JOSE,CA,95116,SANTA CLARA,7,24,LICENSED,2019-09-04,,5252025,1970 CINDERELLA LANE,"1970 CINDERELLA LANE, SAN JOSE",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,THINK TOGETHER,2019.0,,https://www.google.com/maps/search/1970%20CINDERELLA%20LANE%2C%20SAN%20JOSE%2C%20CA
child_care_centers,376105078,THOMSEN LEARNING CENTER,"THOMSEN, PAMELA",NICOLLE DANIELS,(760) 440-0014,217 EARLHAM STREET,RAMONA,CA,92065,SAN DIEGO,51,59,CLOSED,2022-07-16,2024-06-17,5252025,217 EARLHAM STREET,"217 EARLHAM STREET, RAMONA",5,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; SHORT_LIVED; ,"THOMSEN, PAMELA",2022.0,2024.0,https://www.google.com/maps/search/217%20EARLHAM%20STREET%2C%20RAMONA%2C%20CA
child_care_centers,13414173,THURGOOD MARSHALL CHILD DEVELOPMENT CENTER,SPANISH SPEAKING UNITY COUNCIL,"DEMELLO, NINA",(510) 836-0543,1117 - 10TH STREET,OAKLAND,CA,94607,ALAMEDA,2,20,LICENSED,1999-02-08,,5252025,1117 - 10TH STREET,"1117 - 10TH STREET, OAKLAND",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,SPANISH SPEAKING UNITY COUNCIL,1999.0,,https://www.google.com/maps/search/1117%20-%2010TH%20STREET%2C%20OAKLAND%2C%20CA
child_care_centers,434417037,TINKER LEARNING CENTER,TINKER LEARNING ACADEMY LLC,ZARNA JOSHI,(408) 779-7678,17535 DEL MONTE AVENUE,MORGAN HILL,CA,95037,SANTA CLARA,7,72,CLOSED,2022-09-15,2024-06-04,5252025,17535 DEL MONTE AVENUE,"17535 DEL MONTE AVENUE, MORGAN HILL",5,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; SHORT_LIVED; ,TINKER LEARNING ACADEMY LLC,2022.0,2024.0,https://www.google.com/maps/search/17535%20DEL%20MONTE%20AVENUE%2C%20MORGAN%20HILL%2C%20CA
child_care_centers,13423092,TINKER TODDLE LLC,TINKER TODDLE LLC,"CAZAREZ, SABRINA",(415) 810-9057,2225 CENTRAL AVENUE,ALAMEDA,CA,94501,ALAMEDA,2,44,LICENSED,2020-04-07,,5252025,2225 CENTRAL AVENUE,"2225 CENTRAL AVENUE, ALAMEDA",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,TINKER TODDLE LLC,2020.0,,https://www.google.com/maps/search/2225%20CENTRAL%20AVENUE%2C%20ALAMEDA%2C%20CA
child_care_centers,197494634,TINY THINKERS PRESCHOOL CANOGA PARK,TINY THINKERS PRESCHOOL CANOGA PARK,ANGELICA CASTANEDA,(818) 346-3035,7839 TOPANGA CANYON BLVD.,CANOGA PARK,CA,91304,LOS ANGELES,58,85,LICENSED,2020-09-29,,5252025,7839 TOPANGA CANYON BLVD,"7839 TOPANGA CANYON BLVD, CANOGA PARK",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,TINY THINKERS PRESCHOOL CANOGA PARK,2020.0,,https://www.google.com/maps/search/7839%20TOPANGA%20CANYON%20BLVD.%2C%20CANOGA%20PARK%2C%20CA
child_care_centers,274416996,TISZTELET CHILDREN'S CENTER,"EARLY DEVELOPMENT SERVICES, INC.",TIFFANY ALLEN,(831) 393-2246,1284 BROADWAY,SEASIDE,CA,93955,MONTEREY,7,24,LICENSED,2021-10-08,,5252025,1284 BROADWAY,"1284 BROADWAY, SEASIDE",4,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; COVID_ERA_LICENSE; ,"EARLY DEVELOPMENT SERVICES, INC.",2021.0,,https://www.google.com/maps/search/1284%20BROADWAY%2C%20SEASIDE%2C%20CA
child_care_centers,313623740,TNT KIDZ CENTER,"BALGA, EMILY","BALGA, EMILY",(916) 259-1115,4500 TUTTLE DRIVE,ROCKLIN,CA,95677,PLACER,3,56,LICENSED,2020-11-30,,5252025,4500 TUTTLE DRIVE,"4500 TUTTLE DRIVE, ROCKLIN",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"BALGA, EMILY",2020.0,,https://www.google.com/maps/search/4500%20TUTTLE%20DRIVE%2C%20ROCKLIN%2C%20CA
child_care_centers,434417027,TODDLER TOWN LLC,TODDLER TOWN LLC,SARAH VAZQUEZ,(408) 373-3169,6920 ALMADEN EXPRESSWAY,SAN JOSE,CA,95120,SANTA CLARA,7,45,LICENSED,2022-04-06,,5252025,6920 ALMADEN EXPRESSWAY,"6920 ALMADEN EXPRESSWAY, SAN JOSE",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,TODDLER TOWN LLC,2022.0,,https://www.google.com/maps/search/6920%20ALMADEN%20EXPRESSWAY%2C%20SAN%20JOSE%2C%20CA
child_care_centers,136608108,TOGETHER FOR CHILDREN PRESCHOOL,"GONZALEZ, MARIA",MARIA GONZALEZ,(760) 791-6738,"260 S IMPERIAL AVENUE, SUITE A",IMPERIAL,CA,92251,IMPERIAL,20,30,CLOSED,,2021-09-30,5252025,260 S IMPERIAL AVENUE SUITE A,"260 S IMPERIAL AVENUE SUITE A, IMPERIAL",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,"GONZALEZ, MARIA",,2021.0,https://www.google.com/maps/search/260%20S%20IMPERIAL%20AVENUE%2C%20SUITE%20A%2C%20IMPERIAL%2C%20CA
child_care_centers,136608110,TOGETHER FOR CHILDREN PRESCHOOL,"GONZALEZ, MARIA",CAROLINA GONZALEZ,(760) 791-6738,"260 S IMPERIAL AVENUE, SUITE A",IMPERIAL,CA,92251,IMPERIAL,20,30,LICENSED,2021-11-05,,5252025,260 S IMPERIAL AVENUE SUITE A,"260 S IMPERIAL AVENUE SUITE A, IMPERIAL",4,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; COVID_ERA_LICENSE; ,"GONZALEZ, MARIA",2021.0,,https://www.google.com/maps/search/260%20S%20IMPERIAL%20AVENUE%2C%20SUITE%20A%2C%20IMPERIAL%2C%20CA
child_care_centers,336300174,TOGETHER WE GROW,TOGETHER WE GROW,ANNA GARCIA,(760) 757-6031,42389 WINCHESTER RD,TEMECULA,CA,92590,RIVERSIDE,10,35,CLOSED,2020-08-17,2023-10-30,5252025,42389 WINCHESTER RD,"42389 WINCHESTER RD, TEMECULA",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,TOGETHER WE GROW,2020.0,2023.0,https://www.google.com/maps/search/42389%20WINCHESTER%20RD%2C%20TEMECULA%2C%20CA
child_care_centers,197417332,TOLUCA LAKE ELEMENTARY SCHOOL CSPP - ROOM 1,LOS ANGELES UNIFIED SCHOOL DISTRICT,"RIO-BOVE, CECIL",(818) 761-3339,4840 CAHUENGA BLVD.,NORTH HOLLYWOOD,CA,91601,LOS ANGELES,58,22,LICENSED,2010-09-28,,5252025,4840 CAHUENGA BLVD,"4840 CAHUENGA BLVD, NORTH HOLLYWOOD",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,LOS ANGELES UNIFIED SCHOOL DISTRICT,2010.0,,https://www.google.com/maps/search/4840%20CAHUENGA%20BLVD.%2C%20NORTH%20HOLLYWOOD%2C%20CA
child_care_centers,304370001,TOPAZ HEAD START,"ORANGE COUNTY HEAD START, INC.",KAREN MORRISSEY VACCARO,(714) 854-1534,1600 SAPPHIRE ROAD,FULLERTON,CA,92831,ORANGE,6,80,LICENSED,2003-06-09,,5252025,1600 SAPPHIRE ROAD,"1600 SAPPHIRE ROAD, FULLERTON",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,"ORANGE COUNTY HEAD START, INC.",2003.0,,https://www.google.com/maps/search/1600%20SAPPHIRE%20ROAD%2C%20FULLERTON%2C%20CA
child_care_centers,197409726,TORRANCE TYKES PRESCHOOL @ ARLINGTON ELEM. SCHOOL,TORRANCE UNIFIED SCHOOL DISTRICT,KATIE SCHEMKELBERG,(310) 972-6490,17800 VAN NESS AVENUE,TORRANCE,CA,90504,LOS ANGELES,30,78,LICENSED,2003-11-10,,5252025,17800 VAN NESS AVENUE,"17800 VAN NESS AVENUE, TORRANCE",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,TORRANCE UNIFIED SCHOOL DISTRICT,2003.0,,https://www.google.com/maps/search/17800%20VAN%20NESS%20AVENUE%2C%20TORRANCE%2C%20CA
child_care_centers,343620505,TOTS OF LOVE,"TOTS OF LOVE CHILD DEVELOPMENT CENTER, LLC",COURTNEY WILLIAMS,(916) 689-8687,5619 MARCONI AVENUE,CARMICHAEL,CA,95608,SACRAMENTO,3,24,CLOSED,2015-09-15,2022-09-02,5252025,5619 MARCONI AVENUE,"5619 MARCONI AVENUE, CARMICHAEL",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,"TOTS OF LOVE CHILD DEVELOPMENT CENTER, LLC",2015.0,2022.0,https://www.google.com/maps/search/5619%20MARCONI%20AVENUE%2C%20CARMICHAEL%2C%20CA
child_care_centers,343624167,TOTS OF LOVE - CARMICHAEL,"TOTS OF LOVE CHILD DEVELOPMENT CENTER, LLC",AALIYAH HARRIS,(916) 689-8687,2921 GARFIELD AVENUE,CARMICHAEL,CA,95608,SACRAMENTO,3,40,LICENSED,2022-09-02,,5252025,2921 GARFIELD AVENUE,"2921 GARFIELD AVENUE, CARMICHAEL",4,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; COVID_ERA_LICENSE; ,"TOTS OF LOVE CHILD DEVELOPMENT CENTER, LLC",2022.0,,https://www.google.com/maps/search/2921%20GARFIELD%20AVENUE%2C%20CARMICHAEL%2C%20CA
child_care_centers,343622630,TOTS OF LOVE - CITRUS HEIGHTS,"TOTS OF LOVE CHILD DEVELOPMENT CENTER, LLC","WOODS, WANDA",(916) 689-8687,7312 ANTELOPE ROAD,CITRUS HEIGHTS,CA,95621,SACRAMENTO,3,59,ON PROBATION,2018-12-26,,5252025,7312 ANTELOPE ROAD,"7312 ANTELOPE ROAD, CITRUS HEIGHTS",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,"TOTS OF LOVE CHILD DEVELOPMENT CENTER, LLC",2018.0,,https://www.google.com/maps/search/7312%20ANTELOPE%20ROAD%2C%20CITRUS%20HEIGHTS%2C%20CA
child_care_centers,15700574,TOTS UNIVERSITY PRESCHOOL,"LITTLE HEARTS MONTESSORI, INC.","BOGA, PRIYANKA",(225) 368-6002,7890 OXBOW LANE,DUBLIN,CA,94568,ALAMEDA,52,34,LICENSED,2022-10-04,,5252025,7890 OXBOW LANE,"7890 OXBOW LANE, DUBLIN",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"LITTLE HEARTS MONTESSORI, INC.",2022.0,,https://www.google.com/maps/search/7890%20OXBOW%20LANE%2C%20DUBLIN%2C%20CA
child_care_centers,493009988,TREE HOUSE HOLLOW P/S-MEADOW VIEW,TREE HOUSE HOLLOW P/S-MEADOW VIEW CAMPUS,"WILSON, MEGAN",(707) 823-1958,500 ROBINSON ROAD,SEBASTOPOL,CA,95472,SONOMA,1,12,CLOSED,2020-10-26,2021-08-06,5252025,500 ROBINSON ROAD,"500 ROBINSON ROAD, SEBASTOPOL",3,COVID_ERA_LICENSE; SHORT_LIVED; ,TREE HOUSE HOLLOW P/S-MEADOW VIEW CAMPUS,2020.0,2021.0,https://www.google.com/maps/search/500%20ROBINSON%20ROAD%2C%20SEBASTOPOL%2C%20CA
child_care_centers,503810064,TREEHOUSE CHRISTIAN ACADEMY 2,"TOVARAZ INTERNATIONAL, LLC","TOVARAZ, ALICIA",(209) 312-9449,3301 COFFEE RD,MODESTO,CA,95355,STANISLAUS,4,50,LICENSED,2020-06-01,,5252025,3301 COFFEE RD,"3301 COFFEE RD, MODESTO",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"TOVARAZ INTERNATIONAL, LLC",2020.0,,https://www.google.com/maps/search/3301%20COFFEE%20RD%2C%20MODESTO%2C%20CA
