facility_name,licensee,facility_address,facility_city,facility_zip,county_name,facility_capacity,facility_status,license_first_date,closed_date,months_operated,facility_telephone_number,risk_score,google_maps_url
STORYBOOK SCHOOLHOUSE: PRESCHOOL & DAYCARE,"BRIGHT FUTURES CHILDCARE CENTERS, INC.",794 E. 3RD AVE,CHICO,95926,BUTTE,51,CLOSED,9/27/2022,4/8/2025,30.8,(530) 895-8793,7,https://www.google.com/maps/search/794%20E.%203RD%20AVE%2C%20CHICO%2C%20CA
"ESPINOZA, MELISSA FAMILY CHILD CARE","ESPINOZA, MELISSA",Unavailable,RIVERBANK,95367,STANISLAUS,14,CLOSED,4/28/2020,2/9/2022,21.7,(209) 471-4778,7,https://www.google.com/maps/search/Unavailable%2C%20RIVERBANK%2C%20CA
"ESQUIVEL, MARIA","ESQUIVEL, MARIA",Unavailable,GILROY,95020,SANTA CLARA,14,CLOSED,3/23/2022,2/20/2024,23.3,(408) 665-2995,7,https://www.google.com/maps/search/Unavailable%2C%20GILROY%2C%20CA
SHELDON ACRES CHILD DEVELOPMENT CENTER,STEFANIE THOMPSON,10393 PLEASANT GROVE SCHOOL RD,ELK GROVE,95624,SACRAMENTO,24,CLOSED,5/18/2022,6/15/2023,13.1,(916) 718-7421,7,https://www.google.com/maps/search/10393%20PLEASANT%20GROVE%20SCHOOL%20RD%2C%20ELK%20GROVE%2C%20CA
RIGHT AT SCHOOL AT THEUERKAUF,"RIGHT AT SCHOOL, LLC",1625 SAN LUIS AVENUE,MOUNTAIN VIEW,94043,SANTA CLARA,105,CLOSED,8/14/2019,4/1/2021,19.9,(650) 407-0531,7,https://www.google.com/maps/search/1625%20SAN%20LUIS%20AVENUE%2C%20MOUNTAIN%20VIEW%2C%20CA
"LIEN, SHUANG","LIEN, SHUANG",Unavailable,DUBLIN,94568,ALAMEDA,14,CLOSED,12/13/2023,10/21/2024,10.4,(510) 386-1921,7,https://www.google.com/maps/search/Unavailable%2C%20DUBLIN%2C%20CA
RIGHT AT SCHOOL AT STEVENSON,"RIGHT AT SCHOOL, LLC.",750 SAN PIERRE WAY,MOUNTAIN VIEW,94043,SANTA CLARA,120,CLOSED,8/14/2019,4/1/2021,19.9,(650) 407-0531,7,https://www.google.com/maps/search/750%20SAN%20PIERRE%20WAY%2C%20MOUNTAIN%20VIEW%2C%20CA
"FAN, SITING","FAN, SITING",Unavailable,LOS ALTOS,94024,SANTA CLARA,14,CLOSED,7/7/2021,4/30/2023,22.1,(650) 229-4527,7,https://www.google.com/maps/search/Unavailable%2C%20LOS%20ALTOS%2C%20CA
RIGHT AT SCHOOL AT PALO VERDE ELEMENTARY,"RIGHT AT SCHOOL, LLC",3450 LOUIS ROAD,PALO ALTO,94303,SANTA CLARA,120,CLOSED,12/2/2020,4/1/2021,4.0,(650) 288-7567,7,https://www.google.com/maps/search/3450%20LOUIS%20ROAD%2C%20PALO%20ALTO%2C%20CA
RIGHT AT SCHOOL AT MONTA LOMA,"RIGHT AT SCHOOL, LLC",460 THOMPSON AVENUE,MOUNTAIN VIEW,94043,SANTA CLARA,115,CLOSED,8/14/2019,4/1/2021,19.9,(650) 407-0531,7,https://www.google.com/maps/search/460%20THOMPSON%20AVENUE%2C%20MOUNTAIN%20VIEW%2C%20CA
RIGHT AT SCHOOL AT JUANA BRIONES ELEMENTARY,"RIGHT AT SCHOOL, LLC",4100 ORME STREET,PALO ALTO,94306,SANTA CLARA,120,CLOSED,10/20/2020,4/1/2021,5.4,(650) 288-7293,7,https://www.google.com/maps/search/4100%20ORME%20STREET%2C%20PALO%20ALTO%2C%20CA
RIGHT AT SCHOOL AT JOSE VARGAS,"RIGHT AT SCHOOL, LLC.",220 N. WHISMAN ROAD,MOUNTAIN VIEW,94043,SANTA CLARA,120,CLOSED,9/9/2019,4/1/2021,19.0,(650) 407-0531,7,https://www.google.com/maps/search/220%20N.%20WHISMAN%20ROAD%2C%20MOUNTAIN%20VIEW%2C%20CA
RIGHT AT SCHOOL AT HERBERT HOOVER ELEMENTARY,"RIGHT AT SCHOOL, LLC",445 E. CHARLESTON ROAD,PALO ALTO,94306,SANTA CLARA,120,CLOSED,11/17/2020,4/1/2021,4.5,(650) 269-6592,7,https://www.google.com/maps/search/445%20E.%20CHARLESTON%20ROAD%2C%20PALO%20ALTO%2C%20CA
FAUNTLEROY FAMILY CHILD CARE,DIANN C. FAUNTLEROY,Unavailable,LOS ANGELES,90059,LOS ANGELES,14,CLOSED,9/28/2020,12/23/2021,15.0,(310) 413-5827,7,https://www.google.com/maps/search/Unavailable%2C%20LOS%20ANGELES%2C%20CA
"LIEN, SHUANG",SHUANG LIEN,Unavailable,DUBLIN,94568,ALAMEDA,14,CLOSED,10/21/2024,5/5/2025,6.5,(510) 386-1921,7,https://www.google.com/maps/search/Unavailable%2C%20DUBLIN%2C%20CA
WINDSOR HILL STAR,STAR INC. & KATYA BOZZI,4046 W. SLAUSON AVENUE,LOS ANGELES,90043,LOS ANGELES,40,CLOSED,11/19/2020,3/1/2022,15.6,(320) 842-8040,7,https://www.google.com/maps/search/4046%20W.%20SLAUSON%20AVENUE%2C%20LOS%20ANGELES%2C%20CA
YMCA OF SUPERIOR CALIFORNIA - B'NAI ISRAEL,YMCA OF SUPERIOR CALIFORNIA,3600 RIVERSIDE BLVD,SACRAMENTO,95818,SACRAMENTO,60,CLOSED,4/1/2022,12/23/2022,8.9,(916) 562-8048,7,https://www.google.com/maps/search/3600%20RIVERSIDE%20BLVD%2C%20SACRAMENTO%2C%20CA
"ALSTON, CHALISE","ALSTON, CHALISE",Unavailable,ORANGEVALE,95662,SACRAMENTO,14,CLOSED,8/25/2022,6/12/2024,21.9,(916) 695-3744,7,https://www.google.com/maps/search/Unavailable%2C%20ORANGEVALE%2C%20CA
"NICHOLS, SHEREE FAMILY CHILD CARE","NICHOLS, SHEREE",Unavailable,LA MESA,91941,SAN DIEGO,14,CLOSED,1/28/2021,8/1/2022,18.3,(619) 318-3613,7,https://www.google.com/maps/search/Unavailable%2C%20LA%20MESA%2C%20CA
ALLEN FAMILY CHILD CARE,EBONI LENAY ALLEN,Unavailable,LOS ANGELES,90059,LOS ANGELES,14,CLOSED,12/9/2022,4/24/2023,4.5,(323) 812-3683,7,https://www.google.com/maps/search/Unavailable%2C%20LOS%20ANGELES%2C%20CA
"ALI, FAWZIAH FAMILY CHILD CARE HOME","ALI, FAWZIAH",Unavailable,RED BLUFF,96080,TEHAMA,14,CLOSED,1/13/2020,3/5/2021,13.9,(530) 602-6710,7,https://www.google.com/maps/search/Unavailable%2C%20RED%20BLUFF%2C%20CA
ALCANTAR FCC AKA A & R FAMILY CHILD CARE,"ALCANTAR, AALIYAH JESSICA",Unavailable,SANTA MARIA,93458,SANTA BARBARA,14,CLOSED,4/21/2022,3/8/2024,22.9,(805) 363-1573,7,https://www.google.com/maps/search/Unavailable%2C%20SANTA%20MARIA%2C%20CA
ALAVERDYAN FAMILY CHILD CAE,SELINE ALAVERDYAN,Unavailable,BURBANK,91501,LOS ANGELES,14,CLOSED,3/1/2022,10/6/2023,19.5,(747) 214-6374,7,https://www.google.com/maps/search/Unavailable%2C%20BURBANK%2C%20CA
ALAPIZCO FAMILY CHILD CARE,"ALAPIZCO, LAURA",Unavailable,SANTA MARIA,93454,SANTA BARBARA,14,CLOSED,4/11/2022,1/25/2024,21.8,(805) 314-4548,7,https://www.google.com/maps/search/Unavailable%2C%20SANTA%20MARIA%2C%20CA
"MODICUE, TIAIRA","MODICUE, TIAIRA",Unavailable,PITTSBURG,94565,CONTRA COSTA,14,CLOSED,8/8/2022,7/25/2023,11.7,(925) 436-2427,7,https://www.google.com/maps/search/Unavailable%2C%20PITTSBURG%2C%20CA
"AHMED, SYEDA AND SHARIF","AHMED, SYEDA AND SHARIF",Unavailable,FREMONT,94536,ALAMEDA,14,CLOSED,6/12/2020,10/4/2021,16.0,(510) 364-1120,7,https://www.google.com/maps/search/Unavailable%2C%20FREMONT%2C%20CA
"MON, CHANNY FAMILY CHILD CARE","MON, CHANNY",Unavailable,FRESNO,93727,FRESNO,14,CLOSED,11/22/2022,10/17/2023,11.0,(559) 832-8449,7,https://www.google.com/maps/search/Unavailable%2C%20FRESNO%2C%20CA
"MORENO, CECILIA FAMILY CHILD CARE","MORENO, CECILIA",Unavailable,VISALIA,93291,TULARE,14,CLOSED,6/1/2020,11/30/2021,18.2,(559) 212-0225,7,https://www.google.com/maps/search/Unavailable%2C%20VISALIA%2C%20CA
"MORRIS, EVELYN","MORRIS, EVELYN",Unavailable,IRVINE,92618,ORANGE,14,CLOSED,10/2/2019,8/2/2021,22.3,(949) 923-5235,7,https://www.google.com/maps/search/Unavailable%2C%20IRVINE%2C%20CA
MOSER FAMILY CHILD CARE,ALEXIS MOSER,Unavailable,WHITTIER,90601,LOS ANGELES,14,CLOSED,8/12/2024,1/9/2025,5.0,(323) 632-8464,7,https://www.google.com/maps/search/Unavailable%2C%20WHITTIER%2C%20CA
LOPILATO FAMILY CHILD CARE,"LOPILATO,REBECCA",Unavailable,MENIFEE,92584,RIVERSIDE,14,CLOSED,8/4/2020,10/5/2021,14.2,(951) 490-5717,7,https://www.google.com/maps/search/Unavailable%2C%20MENIFEE%2C%20CA
LOPEZ FAMILY CHILD CARE,"LOPEZ, MARIA",Unavailable,SANTA MARIA,93458,SANTA BARBARA,14,CLOSED,5/21/2021,10/3/2022,16.7,(805) 266-4520,7,https://www.google.com/maps/search/Unavailable%2C%20SANTA%20MARIA%2C%20CA
"LI, TINGXIU","LI, TINGXIU",Unavailable,SAN JOSE,95132,SANTA CLARA,14,CLOSED,4/7/2021,5/20/2022,13.6,(408) 809-6806,7,https://www.google.com/maps/search/Unavailable%2C%20SAN%20JOSE%2C%20CA
MOSS FAMILY CHILD CARE,DEBRA MOSS,Unavailable,INGLEWOOD,90303,LOS ANGELES,14,CLOSED,2/10/2022,7/6/2023,17.0,(323) 674-8424,7,https://www.google.com/maps/search/Unavailable%2C%20INGLEWOOD%2C%20CA
"LI, GAO LAN","LI, GAO LAN",Unavailable,SUNNYVALE,94085,SANTA CLARA,14,CLOSED,7/14/2021,6/27/2023,23.8,(650) 505-6292,7,https://www.google.com/maps/search/Unavailable%2C%20SUNNYVALE%2C%20CA
MURPHY CANYON PRESCHOOL,"MURPHY CANYON PRESCHOOL, INC.",5150 MURPHY CANYON ROAD #105,SAN DIEGO,92123,SAN DIEGO,69,CLOSED,7/30/2024,3/19/2025,7.7,(858) 279-5437,7,https://www.google.com/maps/search/5150%20MURPHY%20CANYON%20ROAD%20%23105%2C%20SAN%20DIEGO%2C%20CA
MURGUIA FAMILY CHILD CARE,"MURGUIA, PIEDAD",Unavailable,SANTA MARIA,93454,SANTA BARBARA,14,CLOSED,6/21/2022,5/20/2024,23.3,(805) 714-6244,7,https://www.google.com/maps/search/Unavailable%2C%20SANTA%20MARIA%2C%20CA
NARVAEZ FAMILY CHILD CARE,"NARVAEZ,SHEILA",Unavailable,PALM DESERT,92260,RIVERSIDE,14,CLOSED,7/29/2020,5/27/2021,10.1,(760) 409-1913,7,https://www.google.com/maps/search/Unavailable%2C%20PALM%20DESERT%2C%20CA
"DONG, XIN","DONG, XIN",Unavailable,EL CERRITO,94530,CONTRA COSTA,14,CLOSED,7/8/2022,4/9/2024,21.4,(510) 779-4560,7,https://www.google.com/maps/search/Unavailable%2C%20EL%20CERRITO%2C%20CA
IMAGINATION SPRINGS,MICHELLE RINCON STORY,27719 STALLION SPRINGS DRIVE,TEHACHAPI,93561,KERN,18,CLOSED,3/7/2024,5/9/2024,2.1,(619) 646-0926,7,https://www.google.com/maps/search/27719%20STALLION%20SPRINGS%20DRIVE%2C%20TEHACHAPI%2C%20CA
"DORN, DAVIDA","DORN, DAVIDA",Unavailable,HAYWARD,94545,ALAMEDA,14,CLOSED,3/2/2021,11/5/2021,8.3,(510) 274-5241,7,https://www.google.com/maps/search/Unavailable%2C%20HAYWARD%2C%20CA
"HAPPY CAMPERS PRESCHOOL DAYCARE, INC.","HAPPY CAMPERS PRESCHOOL DAYCARE CENTER, INC.",1225 GREENWOOD AVENUE,SAN CARLOS,94070,SAN MATEO,50,CLOSED,7/11/2024,4/10/2025,9.1,(650) 593-2005,7,https://www.google.com/maps/search/1225%20GREENWOOD%20AVENUE%2C%20SAN%20CARLOS%2C%20CA
"NEWELL, DAWN FAMILY CHILD CARE HOME","NEWELL, DAWN",Unavailable,ALTURAS,96101,MODOC,14,CLOSED,9/13/2021,7/10/2023,22.2,(916) 365-9448,7,https://www.google.com/maps/search/Unavailable%2C%20ALTURAS%2C%20CA
4CS MEADOW PRESCHOOL,COMMUNITY CHILD CARE COUNCIL OF SONOMA COUNTY,880 MARIA DRIVE,PETALUMA,94954,SONOMA,43,CLOSED,2/5/2021,8/12/2022,18.4,(707) 544-3077,7,https://www.google.com/maps/search/880%20MARIA%20DRIVE%2C%20PETALUMA%2C%20CA
ZION CHRISTIAN LEARNING CENTER,"PINGEL,KARA",1405 E FALLBROOK ST,FALLBROOK,92028,SAN DIEGO,120,CLOSED,10/26/2020,7/31/2022,21.4,(760) 723-3500,7,https://www.google.com/maps/search/1405%20E%20FALLBROOK%20ST%2C%20FALLBROOK%2C%20CA
"NICHOLS, BRIDGID FAMILY CHILD CARE","NICHOLS, BRIDGID",Unavailable,MODESTO,95355,STANISLAUS,14,CLOSED,2/20/2020,7/19/2021,17.2,(209) 604-9248,7,https://www.google.com/maps/search/Unavailable%2C%20MODESTO%2C%20CA
"RAMIREZ, ZARELLA & LIZETH FAMILY CHILD CARE","RAMIREZ, ZARELLA & LIZETH",Unavailable,CHULA VISTA,91911,SAN DIEGO,14,CLOSED,11/16/2022,8/18/2023,9.2,(619) 772-8137,7,https://www.google.com/maps/search/Unavailable%2C%20CHULA%20VISTA%2C%20CA
"KARIMI, SAFA","KARIMI, SAFA",Unavailable,WEST SACRAMENTO,95691,YOLO,14,CLOSED,8/30/2023,3/22/2024,6.8,(916) 995-6673,7,https://www.google.com/maps/search/Unavailable%2C%20WEST%20SACRAMENTO%2C%20CA
"RIVERA, DORA FAMILY CHILD CARE","RIVERA, DORA",Unavailable,MCFARLAND,93250,KERN,14,CLOSED,10/18/2022,3/18/2024,17.2,(661) 543-9624,7,https://www.google.com/maps/search/Unavailable%2C%20MCFARLAND%2C%20CA
YMCA OF THE EAST BAY - BELSHAW ELC,YOUNG MEN'S CHRISTIAN ASSOCIATION OF THE EAST BAY,2801 ROOSEVELT LANE,ANTIOCH,94509,CONTRA COSTA,52,CLOSED,10/14/2022,7/1/2024,20.9,(925) 450-6950,7,https://www.google.com/maps/search/2801%20ROOSEVELT%20LANE%2C%20ANTIOCH%2C%20CA
BALDWIN ACADEMY - INFANT,"BALDWIN ACADEMY CHILD DEV CENTER, INC.",1772 HORNBLEND ST,SAN DIEGO,92109,SAN DIEGO,14,CLOSED,3/27/2023,10/1/2023,6.3,(858) 270-5995,7,https://www.google.com/maps/search/1772%20HORNBLEND%20ST%2C%20SAN%20DIEGO%2C%20CA
ULLOA FCC AKA LITTLE FEET DAYCARE,"ULLOA, AMY",Unavailable,LOMPOC,93436,SANTA BARBARA,14,CLOSED,7/6/2020,2/1/2022,19.2,(805) 264-8234,7,https://www.google.com/maps/search/Unavailable%2C%20LOMPOC%2C%20CA
"SLADE, TAMMY FAMILY CHILD CARE HOME","SLADE, TAMMY",Unavailable,FORTUNA,95540,HUMBOLDT,12,CLOSED,6/10/2022,4/17/2023,10.4,(707) 407-6463,7,https://www.google.com/maps/search/Unavailable%2C%20FORTUNA%2C%20CA
"AGAPE ENRICHMENT CENTER, L.L.C., THE","VILLAGE ENRICHMENT CENTER, L.L.C., THE",522 W. VERNON AVE.,LOS ANGELES,90037,LOS ANGELES,21,CLOSED,7/16/2020,5/5/2022,21.9,(323) 238-7041,7,https://www.google.com/maps/search/522%20W.%20VERNON%20AVE.%2C%20LOS%20ANGELES%2C%20CA
"TSYMBALIUK, ALONA","TSYMBALIUK, ALONA",Unavailable,SAN JOSE,95129,SANTA CLARA,14,CLOSED,10/8/2021,2/27/2023,16.9,(669) 261-9772,7,https://www.google.com/maps/search/Unavailable%2C%20SAN%20JOSE%2C%20CA
YWCA STARS PRESCHOOL-GUERNEWOOD,YWCA OF SONOMA COUNTY,17120 HIGHWAY 116,GUERNEVILLE,95446,SONOMA,17,CLOSED,7/1/2022,5/12/2023,10.5,(707) 604-7652,7,https://www.google.com/maps/search/17120%20HIGHWAY%20116%2C%20GUERNEVILLE%2C%20CA
"TSYGANIUK, INNA",INNA TSYGANIUK,Unavailable,CITRUS HEIGHTS,95621,SACRAMENTO,14,CLOSED,3/11/2020,1/7/2021,10.1,(916) 835-8182,7,https://www.google.com/maps/search/Unavailable%2C%20CITRUS%20HEIGHTS%2C%20CA
"WHITE, LINDA FAMILY CHILD CARE HOME","WHITE, LINDA",Unavailable,REDDING,96002,SHASTA,14,CLOSED,4/5/2021,4/4/2022,12.1,(530) 999-1824,7,https://www.google.com/maps/search/Unavailable%2C%20REDDING%2C%20CA
YMCA OF THE EAST BAY - LONE TREE ELC,YOUNG MEN'S CHRISTIAN ASSOCIATION OF THE EAST BAY,1931 MOKELUMNE DRIVE,ANTIOCH,94531,CONTRA COSTA,57,CLOSED,11/18/2022,8/9/2024,21.0,(925) 644-6116,7,https://www.google.com/maps/search/1931%20MOKELUMNE%20DRIVE%2C%20ANTIOCH%2C%20CA
YMCA OF THE EAST BAY - KIDS CASTLE ELC,YOUNG MEN'S CHRISTIAN ASSOCIATION OF THE EAST BAY,55 CASTLEWOOD DRIVE,PITTSBURG,94565,CONTRA COSTA,127,CLOSED,10/19/2022,7/12/2024,21.1,(925) 450-6953,7,https://www.google.com/maps/search/55%20CASTLEWOOD%20DRIVE%2C%20PITTSBURG%2C%20CA
YMCA OF THE EAST BAY - EM DOWNER CENTER,YMCA OF THE EAST BAY - EM DOWNER CENTER,263 S. 20TH STREET,RICHMOND,94804,CONTRA COSTA,69,CLOSED,8/7/2019,6/30/2020,10.9,(510) 848-9092,7,https://www.google.com/maps/search/263%20S.%2020TH%20STREET%2C%20RICHMOND%2C%20CA
WHERE THE WILD THINGS PLAY PRESCHOOL LLC,"DIXON, LORI & DIXON, TREVOR",5991 DARRAH RD,MARIPOSA,95338,MARIPOSA,19,CLOSED,3/12/2021,8/6/2022,17.1,(925) 667-5392,7,https://www.google.com/maps/search/5991%20DARRAH%20RD%2C%20MARIPOSA%2C%20CA
BAMBINI & STERLING MONTESSORI,KAP ACHIEVERS LLC,1170 EAST JOINER PARKWAY,LINCOLN,95648,PLACER,12,CLOSED,12/6/2023,7/22/2024,7.6,(650) 430-2037,7,https://www.google.com/maps/search/1170%20EAST%20JOINER%20PARKWAY%2C%20LINCOLN%2C%20CA
"SMITH, STARVEINA","SMITH, STARVEINA",Unavailable,STOCKTON,95206,SAN JOAQUIN,14,CLOSED,12/4/2020,10/17/2022,22.7,(209) 635-2818,7,https://www.google.com/maps/search/Unavailable%2C%20STOCKTON%2C%20CA
WEST ORANGE,ORANGE COUNTY HEAD START,243 SOUTH BUSH STREET,ORANGE,92868,ORANGE,30,CLOSED,10/1/2019,9/11/2020,11.5,(714) 241-8920,7,https://www.google.com/maps/search/243%20SOUTH%20BUSH%20STREET%2C%20ORANGE%2C%20CA
WANNA PLAY PLAYCARE,K & M CORPORATION,26837 BOUQUET CANYON,SANTA CLARITA,91350,LOS ANGELES,26,CLOSED,5/7/2021,1/26/2024,33.1,(661) 501-2301,7,https://www.google.com/maps/search/26837%20BOUQUET%20CANYON%2C%20SANTA%20CLARITA%2C%20CA
CHALLENGE SCHOOL (PS) FC CAMPUS,CHALLENGE SCHOOL,1130 BALCLUTHA DRIVE,FOSTER CITY,94404,SAN MATEO,24,CLOSED,11/17/2023,4/18/2024,5.1,(650) 574-6878,7,https://www.google.com/maps/search/1130%20BALCLUTHA%20DRIVE%2C%20FOSTER%20CITY%2C%20CA
URBAN STRATEGIES PRESCHOOL,URBAN STRATEGIES LLC,3700 E. SIERRA MADRE BLVD.,PASADENA,91107,LOS ANGELES,12,CLOSED,2/23/2021,10/31/2022,20.5,(301) 788-3356,7,https://www.google.com/maps/search/3700%20E.%20SIERRA%20MADRE%20BLVD.%2C%20PASADENA%2C%20CA
"LEARNING WHEEL PRESCHOOL, THE","KAUR LLC, THE",1432 CONCANNON BOULEVARD,LIVERMORE,94550,ALAMEDA,63,CLOSED,5/23/2023,8/6/2024,14.7,(925) 236-0695,7,https://www.google.com/maps/search/1432%20CONCANNON%20BOULEVARD%2C%20LIVERMORE%2C%20CA
CHALK OF TARZANA,"CHALK OF TARZANA, LLC",19436 VENTURA BLVD,TARZANA,91356,LOS ANGELES,83,CLOSED,9/3/2019,12/4/2020,15.3,(818) 593-2244,7,https://www.google.com/maps/search/19436%20VENTURA%20BLVD%2C%20TARZANA%2C%20CA
TREE HOUSE HOLLOW P/S-MEADOW VIEW,TREE HOUSE HOLLOW P/S-MEADOW VIEW CAMPUS,500 ROBINSON ROAD,SEBASTOPOL,95472,SONOMA,12,CLOSED,10/26/2020,8/6/2021,9.5,(707) 823-1958,7,https://www.google.com/maps/search/500%20ROBINSON%20ROAD%2C%20SEBASTOPOL%2C%20CA
LEVEL UP MONTESSORI SAN JOSE,LEVEL UP MONTESSORI SAN JOSE LLC,4868 SAN FELIPE ROAD #130,SAN JOSE,95135,SANTA CLARA,82,CLOSED,10/12/2022,11/20/2023,13.5,(408) 300-1751,7,https://www.google.com/maps/search/4868%20SAN%20FELIPE%20ROAD%20%23130%2C%20SAN%20JOSE%2C%20CA
LILY PAD EARLY LEARNING CENTER,"LILY PAD EARLY LEARNING CENTER, INC.",3330 CHISOM TRAIL,LOOMIS,95650,PLACER,30,CLOSED,1/8/2021,2/27/2024,38.2,(530) 863-9443,7,https://www.google.com/maps/search/3330%20CHISOM%20TRAIL%2C%20LOOMIS%2C%20CA
LITTLE BEAR SCHOOL,ELISABETH BROWN & JUSTUS BRAZELTON,327 CAPITOL AVENUE,SAN FRANCISCO,94112,SAN FRANCISCO,60,CLOSED,1/11/2021,9/13/2021,8.2,(415) 239-2220,7,https://www.google.com/maps/search/327%20CAPITOL%20AVENUE%2C%20SAN%20FRANCISCO%2C%20CA
BALDWIN ACADEMY - INFANT,"BALDWIN ACADEMY CHILD DEV CENTER, INC.",1760 HORNBLEND STREET,SAN DIEGO,92109,SAN DIEGO,18,CLOSED,3/27/2023,9/7/2023,5.5,(858) 270-5995,7,https://www.google.com/maps/search/1760%20HORNBLEND%20STREET%2C%20SAN%20DIEGO%2C%20CA
"SINGH, KANEESHA","SINGH, KANEESHA",Unavailable,SACRAMENTO,95834,SACRAMENTO,14,CLOSED,9/14/2021,10/26/2022,13.6,(916) 490-1219,7,https://www.google.com/maps/search/Unavailable%2C%20SACRAMENTO%2C%20CA
WARD FCC AKA LIL' SAFARI CHILD CARE,"WARD, ASHLEY; SOQUI CINDY",Unavailable,SANTA MARIA,93454,SANTA BARBARA,14,CLOSED,7/15/2022,1/5/2024,18.0,(805) 354-3469,7,https://www.google.com/maps/search/Unavailable%2C%20SANTA%20MARIA%2C%20CA
"SHIRVANTE, DIVYA","SHIRVANTE, DIVYA",Unavailable,SAN JOSE,95131,SANTA CLARA,14,CLOSED,12/9/2021,9/8/2023,21.3,(669) 265-7546,7,https://www.google.com/maps/search/Unavailable%2C%20SAN%20JOSE%2C%20CA
WEST FAMILY CHILD CARE,TRACIE WEST,Unavailable,LOS ANGELES,90045,LOS ANGELES,14,CLOSED,3/6/2019,8/1/2020,17.1,(310) 227-9613,7,https://www.google.com/maps/search/Unavailable%2C%20LOS%20ANGELES%2C%20CA
CHALLENGE SCHOOL FC CAMPUS,CHALLENGE SCHOOL,1130 BALCLUTHA DRIVE,FOSTER CITY,94404,SAN MATEO,5,CLOSED,11/17/2023,4/18/2024,5.1,(650) 574-6878,7,https://www.google.com/maps/search/1130%20BALCLUTHA%20DRIVE%2C%20FOSTER%20CITY%2C%20CA
"SHAMAL, MURSAL","SHAMAL, MURSAL",Unavailable,SACRAMENTO,95823,SACRAMENTO,14,CLOSED,5/26/2022,6/1/2022,0.2,(916) 664-8834,7,https://www.google.com/maps/search/Unavailable%2C%20SACRAMENTO%2C%20CA
"SHANNON, ERIKA","SHANNON, ERIKA",Unavailable,SACRAMENTO,95828,SACRAMENTO,14,CLOSED,5/28/2021,4/28/2023,23.3,(916) 274-1517,7,https://www.google.com/maps/search/Unavailable%2C%20SACRAMENTO%2C%20CA
"VAZQUEZ, OLIVIA FAMILY CHILD CARE","VAZQUEZ, OLIVIA",Unavailable,SAN DIEGO,92119,SAN DIEGO,14,CLOSED,12/1/2021,7/7/2023,19.4,(619) 201-9705,7,https://www.google.com/maps/search/Unavailable%2C%20SAN%20DIEGO%2C%20CA
"SHATERNIK, VALDYSLAV","SHATERNIK, VALDYSLAV",Unavailable,MISSION VIEJO,92691,ORANGE,14,CLOSED,3/3/2022,9/1/2023,18.2,(949) 606-4473,7,https://www.google.com/maps/search/Unavailable%2C%20MISSION%20VIEJO%2C%20CA
"WHITE, CHARLOTTE FAMILY CHILD CARE HOME","WHITE, CHARLOTTE",Unavailable,VACAVILLE,95688,SOLANO,14,CLOSED,5/31/2022,6/19/2023,12.8,(707) 290-6874,7,https://www.google.com/maps/search/Unavailable%2C%20VACAVILLE%2C%20CA
OAKLAND HEADSTART - MANZANITA,OAKLAND HEADSTART - MANZANITA,988 - 85TH AVENUE,OAKLAND,94621,ALAMEDA,20,CLOSED,9/3/2019,9/21/2020,12.8,(510) 238-3165,7,https://www.google.com/maps/search/988%20-%2085TH%20AVENUE%2C%20OAKLAND%2C%20CA
C5 FOX PLAZA INFANT CENTER,C5 CHILDREN'S SCHOOL,"1390 MARKET STREET, SUITE 110",SAN FRANCISCO,94102,SAN FRANCISCO,12,CLOSED,11/10/2022,3/23/2023,4.4,(415) 340-0421,7,https://www.google.com/maps/search/1390%20MARKET%20STREET%2C%20SUITE%20110%2C%20SAN%20FRANCISCO%2C%20CA
KINDER KIDS MONTESSORI,"EDWARDS, JOLENE",31341 TRINITY LAKE BLVD. HWY 3,WEAVERVILLE,96093,TRINITY,15,CLOSED,9/3/2019,8/24/2020,11.9,(530) 739-1161,7,https://www.google.com/maps/search/31341%20TRINITY%20LAKE%20BLVD.%20HWY%203%2C%20WEAVERVILLE%2C%20CA
"VAZQUEZ, MONICA FAMILY CHILD CARE HOME","VAZQUEZ, MONICA",Unavailable,YUBA CITY,95993,SUTTER,14,CLOSED,3/1/2022,10/18/2023,19.9,(530) 216-7795,7,https://www.google.com/maps/search/Unavailable%2C%20YUBA%20CITY%2C%20CA
BRIGHT START MONTESSORI PRESCHOOL,"DE ALWIS, SAMUDRA & DE ALWIS, NAUTIKA",1600 SOLANO AVENUE,ALBANY,94707,ALAMEDA,10,CLOSED,9/28/2022,4/6/2023,6.3,(510) 932-6435,7,https://www.google.com/maps/search/1600%20SOLANO%20AVENUE%2C%20ALBANY%2C%20CA
BRIGHT START MONTESSORI PRESCHOOL,"DE ALWIS, SAMUDRA & DE ALWIS NAUTIKA",1600 SOLANO AVENUE,ALBANY,94707,ALAMEDA,30,CLOSED,6/16/2022,1/31/2023,7.6,(510) 932-6435,7,https://www.google.com/maps/search/1600%20SOLANO%20AVENUE%2C%20ALBANY%2C%20CA
KINGDOM KIDS ACADEMY AT CLOVIS HILLS,CLOVIS HILLS COMMUNITY CHURCH,10590 N. WILLOW AVE,CLOVIS,93619,FRESNO,60,CLOSED,3/9/2021,6/29/2022,15.9,(559) 297-2600,7,https://www.google.com/maps/search/10590%20N.%20WILLOW%20AVE%2C%20CLOVIS%2C%20CA
